Player,Squad,Pos,Age,Gls,Ast,Min,MP,GS,xG,npxG,xAG,PrgC,PrgP,Yellow,Red,League,Country,Source,Source_URL
Fermin López,Barcelona,"MF,FW",22-228,4,2,649,12,7,2.4,2.4,2.8,16,34,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Javi López,Oviedo,DF,23-275,0,0,380,6,5,0.0,0.0,0.3,5,9,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pau López,Betis,GK,31-012,0,0,630,7,7,0.0,0.0,0.0,0,0,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Unai López,Rayo Vallecano,MF,30-056,0,2,947,15,13,0.5,0.5,1.0,10,65,6,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Iker Losada,Levante,"MF,FW",24-146,0,0,78,5,0,0.1,0.1,0.0,0,4,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pol Lozano,Espanyol,MF,26-080,1,0,"1,164",17,15,0.2,0.2,0.5,7,59,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Sergio Lozano,Levante,MF,26-276,0,0,12,1,0,0.0,0.0,0.0,0,2,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Oier Luengo,Oviedo,DF,28-044,0,0,135,2,2,0.0,0.0,0.0,0,0,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
José Luis Gayà,Valencia,DF,30-214,0,1,"1,096",15,14,0.2,0.2,1.3,25,41,4,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
José Luis Morales,Levante,"MF,FW",38-155,1,0,276,15,1,1.7,1.0,0.5,7,20,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Dodi Lukebakio,Sevilla,"FW,MF",28-092,1,0,180,2,2,0.1,0.1,0.8,4,6,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Carlos Macià,Villarreal,MF,17-115,0,0,56,2,0,0.1,0.1,0.0,1,2,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pablo Maffeo,Mallorca,DF,28-166,1,0,"1,110",13,12,0.2,0.2,0.1,10,35,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Aitor Mañas,Alavés,FW,22-354,0,0,14,1,0,0.0,0.0,0.0,0,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Marcão,Sevilla,DF,29-203,0,0,938,13,11,0.7,0.7,0.0,11,29,5,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
José María Giménez,Atlético Madrid,DF,30-339,0,0,544,7,6,1.1,1.1,0.0,0,23,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Mariano,Alavés,FW,32-146,0,0,281,9,3,0.2,0.2,0.7,2,6,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Arkaitz Mariezkurrena,Real Sociedad,FW,20-264,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Rafa Marín,Villarreal,DF,23-220,1,0,"1,069",12,12,0.3,0.3,0.1,7,41,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pablo Marín,Real Sociedad,MF,22-175,0,0,666,15,7,0.6,0.6,0.2,14,16,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Gerard Martín,Barcelona,DF,23-358,0,0,912,16,11,0.0,0.0,0.5,14,72,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Iván Martín,Girona,MF,26-314,0,1,"1,198",15,14,0.1,0.1,0.6,20,50,4,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Jon Martin,Real Sociedad,DF,19-246,0,0,810,9,9,0.6,0.6,0.0,8,33,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Mario Martín,Getafe,"MF,FW",21-295,2,0,"1,051",16,14,0.8,0.8,0.2,16,23,6,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Arnau Martinez,Girona,"DF,MF",22-244,1,1,"1,012",15,13,0.5,0.5,0.3,16,45,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Joaquín Martínez Gauna,Sevilla,DF,22-169,0,1,205,3,2,0.1,0.1,0.7,10,7,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pablo Martínez,Levante,"MF,FW",27-306,0,1,592,10,6,0.7,0.7,0.8,10,23,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ramón Martínez,Sevilla,DF,23-064,0,0,102,2,0,0.0,0.0,0.0,1,3,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Toni Martínez,Alavés,FW,28-178,2,1,"1,009",16,11,2.9,2.9,0.2,8,9,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Omar Mascarell,Mallorca,MF,32-326,1,1,638,10,7,0.1,0.1,0.2,6,26,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Franco Mastantuono,Real Madrid,"FW,DF",18-133,1,0,548,10,7,2.0,2.0,0.7,8,19,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Alan Matturro,Levante,DF,21-075,0,0,178,5,2,0.0,0.0,0.0,3,7,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Borja Mayoral,Getafe,FW,28-264,4,1,"1,041",14,12,2.9,2.1,0.2,3,27,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Kylian Mbappé,Real Madrid,FW,27-005,18,4,"1,570",18,18,15.7,11.0,5.5,73,81,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Brais Méndez,Real Sociedad,MF,28-352,3,2,"1,002",16,12,1.9,1.9,1.3,19,69,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Rodrigo Mendoza,Elche,"MF,FW",20-285,1,0,647,12,5,0.7,0.7,0.3,17,24,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Batista Mendy,Sevilla,MF,25-347,1,0,966,13,12,0.7,0.7,0.2,11,23,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Nobel Mendy,Rayo Vallecano,DF,21-113,1,0,738,9,9,1.1,1.1,0.0,0,15,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Georges Mikautadze,Villarreal,FW,25-055,3,2,586,11,6,2.5,2.5,0.9,11,13,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Éder Militão,Real Madrid,DF,27-341,1,1,"1,000",13,12,1.4,1.3,1.3,5,36,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Luis Milla,Getafe,MF,31-079,0,6,"1,394",16,16,0.4,0.4,2.4,15,73,3,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pere Milla,Espanyol,"FW,MF",33-093,6,0,"1,060",15,14,5.0,5.0,1.7,19,35,4,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Óscar Mingueza,Celta Vigo,"MF,DF",26-226,1,2,855,14,10,0.5,0.5,2.1,12,49,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Bojan Miovski,Girona,FW,26-184,0,0,44,1,1,0.0,0.0,0.0,0,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Rafa Mir,Elche,"FW,MF",28-190,6,0,"1,230",17,14,5.6,4.8,0.5,15,39,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Johan Mojica,Mallorca,DF,33-126,0,3,"1,310",17,14,0.2,0.2,2.0,27,56,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Alberto Moleiro,Villarreal,"MF,FW",22-086,6,2,995,16,13,3.6,3.6,2.7,35,35,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Nahuel Molina,Atlético Madrid,DF,27-263,0,1,541,13,6,0.0,0.0,1.2,11,22,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Jon Moncayola,Osasuna,"MF,DF",27-226,0,2,"1,481",17,17,0.6,0.6,2.1,16,87,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Diego Morcillo,Alavés,"FW,MF",22-190,0,0,10,1,0,0.4,0.4,0.0,0,1,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Álex Moreno,Girona,DF,32-200,0,1,"1,395",16,15,1.4,1.4,1.0,52,58,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Gerard Moreno,Villarreal,FW,33-262,4,0,437,7,7,2.0,1.2,1.4,13,30,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Matias Moreno,Levante,DF,22-092,0,0,855,11,10,0.4,0.4,0.1,11,23,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Mateu Morey,Mallorca,DF,25-298,1,0,446,11,6,0.3,0.3,0.2,4,17,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ilaix Moriba,Celta Vigo,MF,22-340,0,1,"1,060",17,11,0.6,0.6,1.3,11,51,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Manu Morlanes,Mallorca,MF,26-347,1,0,837,14,11,0.6,0.6,0.4,11,50,3,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Santiago Mouriño,Villarreal,DF,23-315,0,1,886,10,10,0.3,0.3,0.1,12,32,6,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Aihen Muñoz,Real Sociedad,DF,28-131,0,0,470,11,5,0.2,0.2,0.2,6,17,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Iker Muñoz,Osasuna,MF,23-050,0,0,279,6,1,0.0,0.0,0.0,2,11,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Javier Muñoz,Getafe,"MF,FW",30-300,0,0,212,8,1,0.2,0.2,0.0,4,5,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Víctor Muñoz,Osasuna,"FW,MF",22-165,2,1,"1,217",17,15,1.8,1.8,0.8,51,8,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Vedat Muriqi,Mallorca,FW,31-245,9,0,"1,267",16,15,6.0,4.4,0.2,11,15,1,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Juan Musso,Atlético Madrid,GK,31-233,0,0,90,1,1,0.0,0.0,0.0,0,0,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Natan,Betis,DF,24-322,0,0,"1,475",17,17,0.3,0.3,0.2,6,31,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pau Navarro,Villarreal,DF,20-244,0,0,507,6,6,0.0,0.0,0.0,3,16,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Roberto Navarro,Athletic Club,"FW,MF",23-257,3,0,540,14,5,2.1,2.1,0.5,22,14,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Martim Neto,Elche,MF,22-345,1,3,698,13,7,0.6,0.6,1.6,21,43,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Yvan Neyou,Getafe,MF,28-356,0,0,67,5,0,0.0,0.0,0.0,0,3,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Tanguy Nianzou,Sevilla,DF,23-201,0,0,306,5,3,0.1,0.1,0.0,0,9,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Randy Nteka,Rayo Vallecano,FW,28-019,0,0,41,4,0,0.1,0.1,0.0,0,2,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Álvaro Núñez,Elche,DF,25-171,0,2,"1,496",17,17,0.2,0.2,1.8,9,90,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ørjan Nyland,Sevilla,GK,35-106,0,0,360,4,4,0.0,0.0,0.0,0,0,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Allan Nyom,Getafe,"DF,FW",37-229,0,0,182,6,3,0.2,0.2,0.1,4,7,3,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Jan Oblak,Atlético Madrid,GK,32-352,0,0,"1,530",17,17,0.0,0.0,0.0,0,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Álvaro Odriozola,Real Sociedad,DF,30-011,1,0,56,1,1,0.6,0.6,0.0,2,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Olasagasti,Levante,MF,25-131,0,1,450,12,4,0.2,0.2,0.5,7,21,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Dani Olmo,Barcelona,MF,27-232,4,2,834,13,8,3.3,3.3,2.3,19,53,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Tani Oluwaseyi,Villarreal,FW,25-224,2,1,467,13,4,3.2,3.2,1.3,11,5,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Aimar Oroz,Osasuna,"MF,FW",24-028,0,2,775,11,9,0.7,0.7,1.7,27,41,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ángel Ortíz,Betis,DF,21-153,0,0,205,4,2,0.0,0.0,0.4,2,3,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Asier Osambela,Osasuna,"DF,MF",21-320,0,0,213,6,2,0.1,0.1,0.1,3,10,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Azzedine Ounahi,Girona,"MF,FW",25-250,3,1,780,10,9,0.9,0.9,1.4,31,66,5,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Mikel Oyarzabal,Real Sociedad,FW,28-248,5,3,"1,227",14,14,6.5,4.2,3.5,29,43,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Jon Pacheco,Alavés,DF,24-351,0,0,871,11,10,0.1,0.1,0.6,6,31,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Isaac Palazón Camacho,Rayo Vallecano,"MF,FW",30-363,1,2,"1,178",16,14,3.0,1.4,1.8,19,73,5,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Diego Pampín,Levante,DF,25-285,0,0,118,3,1,0.0,0.0,0.0,1,3,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Victor Parada,Alavés,DF,23-265,0,1,845,14,9,0.5,0.5,1.1,10,18,5,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Aitor Paredes,Athletic Club,DF,25-240,1,0,910,11,10,0.8,0.8,0.0,8,56,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Daniel Parejo,Villarreal,MF,36-253,0,0,505,13,5,0.2,0.2,0.8,6,29,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Thomas Partey,Villarreal,MF,32-195,0,0,630,12,7,0.4,0.4,0.2,15,28,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Alfonso Pedraza,Villarreal,"DF,MF",29-260,0,2,619,11,6,0.3,0.3,2.1,28,14,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Pedri,Barcelona,MF,23-030,2,5,"1,097",14,13,0.9,0.9,3.1,53,137,2,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Adrià Pedrosa,Elche,DF,27-226,1,0,488,10,4,0.4,0.4,1.0,9,15,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Adrià Pedrosa,Sevilla,DF,27-226,0,0,6,1,0,0.0,0.0,0.0,1,1,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Iñaki Peña,Elche,GK,26-298,0,0,990,11,11,0.0,0.0,0.1,0,1,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Nicolas Pépé,Villarreal,"FW,MF",30-210,2,1,935,15,10,4.9,4.9,2.3,56,56,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Peque,Sevilla,MF,23-082,1,0,529,13,5,0.7,0.7,0.3,26,22,5,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ayoze Pérez,Villarreal,FW,32-149,2,3,401,9,4,1.8,1.8,0.9,13,18,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Francisco Perez,Rayo Vallecano,"FW,MF",23-107,1,0,654,14,5,1.1,1.1,1.3,18,12,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Léo Pétrot,Elche,DF,28-254,0,0,486,15,5,0.1,0.1,0.2,6,11,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Charles Pickel,Espanyol,"MF,FW",28-224,0,0,344,10,2,0.2,0.2,0.0,0,13,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Lander Pinillos,Alavés,MF,22-080,0,0,2,1,0,0.0,0.0,0.0,0,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Yeremi Pino,Villarreal,"MF,FW",23-066,0,1,159,2,2,0.2,0.2,0.9,6,18,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Portu,Girona,"FW,MF",33-218,0,0,474,10,4,1.3,1.3,0.3,3,6,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Beñat Prados,Athletic Club,MF,24-320,0,0,85,2,1,0.0,0.0,0.1,0,4,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Abdón Prats,Mallorca,FW,33-018,0,0,75,7,0,0.7,0.7,0.1,1,1,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Javi Puado,Espanyol,"FW,MF",27-214,2,0,661,8,8,3.5,1.9,0.8,24,29,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Marc Pubill,Atlético Madrid,DF,22-188,0,1,383,6,4,0.0,0.0,0.2,3,9,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Dani Raba,Valencia,"FW,MF",30-057,0,1,252,11,3,0.2,0.2,0.4,4,22,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ionuț Radu,Celta Vigo,GK,28-211,0,0,"1,530",17,17,0.0,0.0,0.0,0,0,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Antonio Raillo,Mallorca,DF,34-078,0,1,"1,530",17,17,0.4,0.4,0.3,15,47,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Largie Ramazani,Valencia,"FW,MF",24-301,0,1,141,8,0,0.5,0.5,0.6,8,7,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Raphinha,Barcelona,"FW,MF",29-011,7,3,700,11,9,5.5,4.7,2.6,33,30,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Marcus Rashford,Barcelona,FW,28-055,2,6,"1,065",17,11,4.0,4.0,3.1,52,38,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Giacomo Raspadori,Atlético Madrid,"FW,MF",25-310,0,1,217,11,1,0.7,0.7,0.7,4,6,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Andrei Ratiu,Rayo Vallecano,DF,27-188,0,1,"1,440",16,16,1.3,1.3,2.8,62,65,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Raúl,Osasuna,FW,25-052,3,0,590,16,5,2.9,2.9,0.3,11,9,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Abde Rebbach,Alavés,MF,27-136,0,0,724,14,8,1.0,1.0,1.3,32,24,4,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Federico Redondo,Elche,MF,22-341,0,0,20,4,0,0.0,0.0,0.0,0,0,0,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Alejandro Rego,Athletic Club,MF,22-197,1,0,404,12,2,0.2,0.2,0.2,3,20,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Alberto Reina,Oviedo,MF,28-107,1,0,784,16,10,0.4,0.4,0.6,9,48,4,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Vitor Reis,Girona,DF,19-347,0,0,"1,338",16,15,0.3,0.3,0.9,5,57,4,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Álex Remiro,Real Sociedad,GK,30-276,0,0,"1,530",17,17,0.0,0.0,0.1,0,2,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Oriol Rey,Levante,MF,27-303,0,0,748,12,8,0.3,0.3,0.1,5,19,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Diego Rico,Getafe,DF,32-305,0,0,"1,261",16,13,0.2,0.2,0.7,10,60,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Clemens Riedel,Espanyol,DF,22-159,0,1,518,8,6,0.1,0.1,0.0,1,15,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Hugo Rincón,Girona,"DF,MF",22-332,0,0,769,15,6,0.6,0.6,0.7,19,24,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Luis Rioja,Valencia,"MF,FW",32-070,1,3,"1,080",16,13,1.2,1.2,1.8,36,40,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Rodrigo Riquelme,Betis,"FW,MF",25-267,0,1,534,13,7,1.0,1.0,1.6,27,22,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Mihailo Ristić,Celta Vigo,"DF,MF",30-055,0,0,251,4,4,0.0,0.0,0.1,10,10,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Joel Roca,Girona,"FW,MF",20-201,1,0,751,14,9,1.2,1.2,0.5,34,18,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Marc Roca,Betis,MF,29-029,0,1,750,12,9,0.7,0.7,1.0,3,35,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Álvaro Rodríguez,Elche,FW,21-164,3,4,754,14,8,3.2,3.2,2.2,12,10,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Damián Rodríguez,Celta Vigo,MF,22-283,0,0,150,2,2,0.1,0.1,0.1,2,11,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Dani Rodríguez,Mallorca,MF,37-202,0,0,68,2,0,0.0,0.0,0.0,0,1,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Javi Rodríguez,Celta Vigo,DF,22-182,0,0,984,14,10,0.2,0.2,0.2,9,63,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Ricardo Rodríguez,Betis,DF,33-122,0,1,676,11,8,0.1,0.1,0.4,15,22,0,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Rodrygo,Real Madrid,"FW,MF",24-350,1,1,558,16,5,1.5,1.5,1.5,37,19,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Leo Román,Mallorca,GK,25-172,0,0,"1,080",12,12,0.0,0.0,0.0,0,1,2,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Miguel Román,Celta Vigo,MF,22-364,1,0,551,9,6,0.9,0.9,0.8,5,20,3,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Carlos Romero,Espanyol,DF,24-057,3,2,"1,407",16,16,1.4,1.4,1.7,42,35,1,0,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
Isaac Romero,Sevilla,FW,25-221,3,0,719,12,9,3.2,3.2,0.4,9,11,3,1,La Liga,Spain,cloudscraper,https://fbref.com/en/comps/12/stats/La-Liga-Stats
