Player,Squad,Pos,Age,Gls,Ast,Min,MP,Sh,SoT,xG,xAG,Cmp,League,Country,Source,Source_URL,position,age,weekly_gross,annual_gross,currency
Lyle Foster,Burnley,FW,25-104,2,1,868,13,,,1.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,24,769.0,40000.0,£
Jeremie Frimpong,Liverpool,"DF,MF",25-006,0,0,86,4,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,24,100000.0,5200000.0,£
Niclas Füllkrug,West Ham,FW,32-310,0,0,409,8,,,0.9,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,32,90000.0,4680000.0,£
Cody Gakpo,Liverpool,FW,26-223,4,3,"1,136",15,,,4.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,26,250000.0,13000000.0,£
Idrissa Gana Gueye,Everton,MF,36-081,2,0,"1,051",13,,,1.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Ben Gannon-Doak,Bournemouth,FW,20-035,0,1,57,4,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Alejandro Garnacho,Chelsea,FW,21-168,1,2,558,10,,,1.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,21,110000.0,5720000.0,£
James Garner,Everton,"MF,DF",24-278,1,2,"1,433",16,,,1.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,24,30000.0,1560000.0,£
Lutsharel Geertruida,Sunderland,"DF,MF",25-151,0,0,540,12,,,0.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,25,85000.0,4420000.0,£
Tyrique George,Chelsea,FW,19-315,0,0,145,4,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,19,7500.0,390000.0,£
Morgan Gibbs-White,Nott'ham Forest,"MF,FW",25-323,3,1,"1,349",16,,,3.9,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,AM,25,110000.0,5720000.0,£
Jamie Gittens,Chelsea,FW,21-130,0,2,430,12,,,0.8,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Wilfried Gnonto,Leeds United,"FW,MF",22-041,0,1,292,8,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,21,40000.0,2080000.0,£
João Gomes,Wolves,MF,24-307,0,0,"1,189",15,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,24,105000.0,5460000.0,£
Rodrigo Gomes,Wolves,"FW,DF",22-162,1,0,331,6,,,1.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,22,25000.0,1300000.0,£
Toti Gomes,Wolves,DF,26-334,0,0,949,13,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,26,80000.0,4160000.0,£
Diego Gómez,Brighton,"MF,FW",22-264,2,0,959,15,,,3.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,22,25000.0,1300000.0,£
Joe Gomez,Liverpool,DF,28-207,0,2,249,8,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,28,85000.0,4420000.0,£
Nicolás González,Manchester City,MF,23-347,1,0,"1,071",15,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Anthony Gordon,Newcastle Utd,FW,24-295,2,0,615,11,,,3.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,24,150000.0,7800000.0,£
Ryan Gravenberch,Liverpool,MF,23-214,3,2,"1,231",14,,,0.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,23,150000.0,7800000.0,£
Archie Gray,Tottenham,MF,19-279,0,0,283,6,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,19,75000.0,3900000.0,£
Jack Grealish,Everton,FW,30-097,2,4,"1,249",15,,,2.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,29,225000.0,11700000.0,£
Brajan Gruda,Brighton,"MF,FW",21-199,1,1,390,12,,,1.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,21,50000.0,2600000.0,£
Ilia Gruev,Leeds United,MF,25-224,0,0,391,8,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,25,15000.0,780000.0,£
Gabriel Gudmundsson,Leeds United,DF,26-231,0,0,"1,290",16,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,26,40000.0,2080000.0,£
Marc Guéhi,Crystal Palace,DF,25-156,2,2,"1,350",15,,,1.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,25,50000.0,2600000.0,£
Evann Guessand,Aston Villa,FW,24-168,0,1,508,11,,,1.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,24,75000.0,3900000.0,£
Luis Guilherme,West Ham,"FW,MF",19-310,0,0,125,5,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,19,30000.0,1560000.0,£
Bruno Guimarães,Newcastle Utd,MF,28-030,5,2,"1,298",15,,,2.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,27,160000.0,8320000.0,£
Marc Guiu,Sunderland,FW,19-346,0,0,15,2,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Marc Guiu,Chelsea,FW,19-346,0,1,238,7,,,1.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,19,50000.0,2600000.0,£
Malo Gusto,Chelsea,"DF,MF",22-211,2,2,891,14,,,1.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,22,45000.0,2340000.0,£
Joško Gvardiol,Manchester City,DF,23-327,2,1,"1,038",12,,,1.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Viktor Gyökeres,Arsenal,FW,27-195,4,0,952,14,,,4.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,27,200000.0,10400000.0,£
Erling Haaland,Manchester City,FW,25-148,17,3,"1,371",16,,,15.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,25,525000.0,27300000.0,£
Lewis Hall,Newcastle Utd,DF,21-099,0,1,522,9,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,20,45000.0,2340000.0,£
Jack Harrison,Leeds United,"FW,DF",29-026,0,0,269,11,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,28,90000.0,4680000.0,£
Quilindschy Hartman,Burnley,DF,24-032,0,4,"1,337",15,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,23,45000.0,2340000.0,£
Jorrel Hato,Chelsea,DF,19-284,0,0,168,4,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,19,120000.0,6240000.0,£
Kai Havertz,Arsenal,FW,26-188,0,0,31,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,26,280000.0,14560000.0,£
Ayden Heaven,Manchester Utd,DF,19-085,0,1,233,5,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,18,25000.0,1300000.0,£
Jan Paul van Hecke,Brighton,DF,25-191,3,1,"1,440",16,,,1.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,25,50000.0,2600000.0,£
Hwang Hee-chan,Wolves,FW,29-324,1,0,497,11,,,0.9,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Dean Henderson,Crystal Palace,GK,28-279,0,0,"1,440",16,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,28,100000.0,5200000.0,£
Jordan Henderson,Brentford,MF,35-182,1,3,"1,220",16,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,35,75000.0,3900000.0,£
Rico Henry,Brentford,DF,28-161,0,0,358,12,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,28,35000.0,1820000.0,£
Mads Hermansen,West Ham,GK,25-158,0,0,360,4,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,25,45000.0,2340000.0,£
Aaron Hickey,Brentford,DF,23-189,0,0,416,10,,,0.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,23,70000.0,3640000.0,£
James Hill,Bournemouth,DF,23-340,0,0,306,9,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,23,25000.0,1300000.0,£
Piero Hincapié,Arsenal,DF,23-341,0,0,475,7,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,23,65000.0,3380000.0,£
Jack Hinshelwood,Brighton,MF,20-249,1,1,342,8,,,0.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,20,25000.0,1300000.0,£
Ki-Jana Hoever,Wolves,"DF,MF",23-332,0,0,345,7,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,23,40000.0,2080000.0,£
Callum Hudson-Odoi,Nott'ham Forest,FW,25-039,3,1,778,15,,,1.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,24,90000.0,4680000.0,£
Will Hughes,Crystal Palace,MF,30-243,0,0,503,13,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,30,60000.0,3120000.0,£
Trai Hume,Sunderland,"DF,MF",23-273,0,1,"1,293",16,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,23,45000.0,2340000.0,£
Bashir Humphreys,Burnley,DF,22-276,0,0,3,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,22,40000.0,2080000.0,£
Omari Hutchinson,Nott'ham Forest,FW,22-047,0,2,479,11,,,1.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,AM,21,55000.0,2860000.0,£
Igor,West Ham,DF,27-312,0,0,105,4,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,27,45000.0,2340000.0,£
Tim Iroegbunam,Everton,MF,22-169,0,1,493,12,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,22,20000.0,1040000.0,£
Andy Irving,West Ham,MF,25-217,0,0,158,7,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,25,15000.0,780000.0,£
Alexander Isak,Liverpool,FW,26-086,1,1,490,9,,,2.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,25,280000.0,14560000.0,£
Wilson Isidor,Sunderland,FW,25-111,4,0,902,16,,,3.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,25,25000.0,1300000.0,£
Alex Iwobi,Fulham,"MF,FW",29-227,2,2,"1,328",16,,,0.8,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,29,80000.0,4160000.0,£
Daniel James,Leeds United,FW,28-036,0,0,354,10,,,0.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,27,75000.0,3900000.0,£
Reece James,Chelsea,"DF,MF",26-008,1,3,"1,024",15,,,0.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,25,250000.0,13000000.0,£
Vitaly Janelt,Brentford,MF,27-220,0,0,316,11,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,27,30000.0,1560000.0,£
Mathias Jensen,Brentford,MF,29-349,2,0,484,14,,,0.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,29,50000.0,2600000.0,£
Gabriel Jesus,Arsenal,FW,28-257,0,0,10,1,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,28,265000.0,13780000.0,£
Igor Jesus,Nott'ham Forest,FW,24-294,1,0,753,15,,,2.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,24,50000.0,2600000.0,£
Álex Jiménez,Bournemouth,"DF,FW",20-222,0,0,710,12,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,20,18000.0,936000.0,£
Raúl Jiménez,Fulham,FW,34-225,2,2,872,15,,,2.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,34,100000.0,5200000.0,£
João Pedro,Chelsea,"FW,MF",24-081,4,3,"1,262",16,,,4.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,23,125000.0,6500000.0,£
Joelinton,Newcastle Utd,MF,29-124,0,0,934,13,,,0.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,29,150000.0,7800000.0,£
John,Nott'ham Forest,GK,29-306,0,0,90,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,29,40000.0,2080000.0,£
Brennan Johnson,Tottenham,FW,24-207,2,0,571,14,,,1.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,24,100000.0,5200000.0,£
Sam Johnstone,Wolves,GK,32-266,0,0,"1,080",12,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,32,50000.0,2600000.0,£
Curtis Jones,Liverpool,"MF,DF",24-320,0,0,643,14,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,24,15000.0,780000.0,£
Eli Junior Kroupi,Bournemouth,"FW,MF",19-176,5,0,424,12,,,2.8,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,19,20000.0,1040000.0,£
Hamed Junior Traorè,Bournemouth,MF,25-303,0,1,17,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
James Justin,Leeds United,DF,27-296,0,0,156,8,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,27,35000.0,1820000.0,£
Filip Jørgensen,Chelsea,GK,23-244,0,0,84,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,23,50000.0,2600000.0,£
Ferdi Kadioglu,Brighton,"DF,FW",26-070,0,0,"1,155",15,,,0.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Sasa Kalajdzic,Wolves,FW,28-162,0,0,15,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,28,20000.0,1040000.0,£
Arnaud Kalimuendo,Nott'ham Forest,FW,23-330,0,0,88,7,,,0.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,23,60000.0,3120000.0,£
Daichi Kamada,Crystal Palace,MF,29-133,0,0,"1,164",14,,,0.9,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,AM,29,105000.0,5460000.0,£
Boubacar Kamara,Aston Villa,MF,26-023,1,3,"1,071",14,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,25,150000.0,7800000.0,£
Mohamadou Kanté,West Ham,"MF,FW",20-087,0,0,11,2,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Michael Kayode,Brentford,DF,21-159,0,0,"1,387",16,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,21,40000.0,2080000.0,£
Michael Keane,Everton,DF,32-339,2,0,"1,324",15,,,1.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,32,80000.0,4160000.0,£
Caoimhín Kelleher,Brentford,GK,27-023,0,0,"1,440",16,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,26,55000.0,2860000.0,£
Milos Kerkez,Liverpool,DF,22-039,1,0,"1,031",15,,,1.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,21,75000.0,3900000.0,£
Kevin,Fulham,"FW,MF",22-346,0,0,423,12,,,0.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,22,50000.0,2600000.0,£
Abdukodir Khusanov,Manchester City,DF,21-290,0,0,228,4,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,21,50000.0,2600000.0,£
Max Kilman,West Ham,DF,28-207,0,0,"1,174",14,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,28,100000.0,5200000.0,£
Joshua King,Fulham,MF,18-347,0,1,835,16,,,1.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Justin Kluivert,Bournemouth,MF,26-225,1,0,649,14,,,0.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,AM,26,80000.0,4160000.0,£
Joe Knight,Brighton,MF,20-086,0,0,1,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Randal Kolo Muani,Tottenham,FW,27-011,0,0,533,9,,,0.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,26,150000.0,7800000.0,£
Ibrahima Konaté,Liverpool,DF,26-205,0,0,"1,336",16,,,0.8,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,26,70000.0,3640000.0,£
Ezri Konsa,Aston Villa,DF,28-054,0,0,"1,325",15,,,0.3,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,27,75000.0,3900000.0,£
Charalampos Kostoulas,Brighton,"FW,MF",18-200,1,0,74,7,,,0.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,18,40000.0,2080000.0,£
Mateo Kovačić,Manchester City,MF,31-224,0,0,5,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Emil Krafth,Newcastle Utd,DF,31-136,0,0,45,1,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,31,55000.0,2860000.0,£
Ladislav Krejčí,Wolves,"DF,MF",26-240,1,1,963,11,,,1.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Mohammed Kudus,Tottenham,"FW,MF",25-136,2,5,"1,286",15,,,1.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,25,150000.0,7800000.0,£
Jonah Kusi-Asare,Fulham,FW,18-165,0,0,19,2,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CF,18,25000.0,1300000.0,£
Maxence Lacroix,Crystal Palace,DF,25-254,0,2,"1,440",16,,,0.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,25,50000.0,2600000.0,£
Senne Lammens,Manchester Utd,GK,23-162,0,0,900,10,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,23,60000.0,3120000.0,£
Jamaal Lascelles,Newcastle Utd,DF,32-035,0,0,21,2,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,31,40000.0,2080000.0,£
Josh Laurent,Burnley,"DF,MF",30-224,0,0,610,13,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,30,20000.0,1040000.0,£
Roméo Lavia,Chelsea,MF,21-344,0,0,108,4,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,21,45000.0,2340000.0,£
Enzo Le Fée,Sunderland,"MF,FW",25-316,2,3,"1,125",15,,,2.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,25,75000.0,3900000.0,£
Bernd Leno,Fulham,GK,33-287,0,0,"1,440",16,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,GK,33,130000.0,6760000.0,£
Jefferson Lerma,Crystal Palace,MF,31-052,0,1,498,14,,,0.6,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,DM,30,70000.0,3640000.0,£
Rico Lewis,Manchester City,DF,21-025,0,1,185,7,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RB,20,25000.0,1300000.0,£
Keane Lewis-Potter,Brentford,"DF,FW",24-297,0,1,557,14,,,0.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LW,24,50000.0,2600000.0,£
Myles Lewis-Skelly,Arsenal,DF,19-081,0,0,203,11,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,LB,18,45000.0,2340000.0,£
Matthijs de Ligt,Manchester Utd,DF,26-126,1,0,"1,170",13,,,1.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,26,195000.0,10140000.0,£
Victor Lindelöf,Aston Villa,"DF,MF",31-152,0,1,119,5,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CB,31,120000.0,6240000.0,£
Valentino Livramento,Newcastle Utd,DF,23-034,0,1,976,11,,,0.1,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Sean Longstaff,Leeds United,MF,28-047,1,2,878,12,,,0.7,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,27,80000.0,4160000.0,£
Fer López,Wolves,MF,21-206,0,1,168,7,,,0.2,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,RW,21,25000.0,1300000.0,£
Lucas,Burnley,DF,24-267,0,0,52,2,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Florentino Luís,Burnley,MF,26-119,0,1,"1,009",13,,,0.4,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,,,,,
Douglas Luiz,Nott'ham Forest,MF,27-221,0,0,191,5,,,0.0,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,27,135000.0,7020000.0,£
Saša Lukić,Fulham,MF,29-125,1,1,771,13,,,1.5,,,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats,CM,29,63000.0,3276000.0,£
